Review_ID,Review_Text,Clinic_Rating,Date
378,Front desk staff was quite rude.,2,2025-01-16 18:00:00
379,Waited 2 hours for a 5 minute checkup.,4,2025-01-16 19:00:00
380,The doctor was very dismissive.,5,2025-01-16 20:00:00
381,Scheduling an appointment is a nightmare.,2,2025-01-16 21:00:00
382,Very professional care.,5,2025-01-16 22:00:00
383,Scheduling an appointment is a nightmare.,3,2025-01-16 23:00:00
384,Scheduling an appointment is a nightmare.,5,2025-01-17 00:00:00
385,Great service but long wait times.,4,2025-01-17 01:00:00
386,Front desk staff was quite rude.,5,2025-01-17 02:00:00
387,Waited 2 hours for a 5 minute checkup.,5,2025-01-17 03:00:00
388,Front desk staff was quite rude.,4,2025-01-17 04:00:00
389,Very professional care.,1,2025-01-17 05:00:00
390,Excellent facility and friendly staff.,5,2025-01-17 06:00:00
391,Waited 2 hours for a 5 minute checkup.,4,2025-01-17 07:00:00
392,Excellent facility and friendly staff.,4,2025-01-17 08:00:00
393,Front desk staff was quite rude.,2,2025-01-17 09:00:00
394,Waited 2 hours for a 5 minute checkup.,5,2025-01-17 10:00:00
395,Very professional care.,4,2025-01-17 11:00:00
396,Front desk staff was quite rude.,5,2025-01-17 12:00:00
397,Very professional care.,5,2025-01-17 13:00:00
398,Great service but long wait times.,2,2025-01-17 14:00:00
399,Very professional care.,4,2025-01-17 15:00:00
400,The doctor was very dismissive.,5,2025-01-17 16:00:00
401,Scheduling an appointment is a nightmare.,5,2025-01-17 17:00:00
402,Scheduling an appointment is a nightmare.,4,2025-01-17 18:00:00
403,Waited 2 hours for a 5 minute checkup.,5,2025-01-17 19:00:00
404,Great service but long wait times.,3,2025-01-17 20:00:00
405,Scheduling an appointment is a nightmare.,3,2025-01-17 21:00:00
406,Waited 2 hours for a 5 minute checkup.,5,2025-01-17 22:00:00
407,Very professional care.,3,2025-01-17 23:00:00
408,"Clean clinic, highly recommended.",4,2025-01-18 00:00:00
409,Waited 2 hours for a 5 minute checkup.,5,2025-01-18 01:00:00
410,Excellent facility and friendly staff.,4,2025-01-18 02:00:00
411,Scheduling an appointment is a nightmare.,2,2025-01-18 03:00:00
412,Scheduling an appointment is a nightmare.,4,2025-01-18 04:00:00
413,"Clean clinic, highly recommended.",4,2025-01-18 05:00:00
414,Very professional care.,4,2025-01-18 06:00:00
415,The doctor was very dismissive.,5,2025-01-18 07:00:00
416,Front desk staff was quite rude.,2,2025-01-18 08:00:00
417,Waited 2 hours for a 5 minute checkup.,5,2025-01-18 09:00:00
418,The doctor was very dismissive.,5,2025-01-18 10:00:00
419,Waited 2 hours for a 5 minute checkup.,5,2025-01-18 11:00:00
420,"Clean clinic, highly recommended.",4,2025-01-18 12:00:00
421,The doctor was very dismissive.,3,2025-01-18 13:00:00
422,Great service but long wait times.,3,2025-01-18 14:00:00
423,"Clean clinic, highly recommended.",5,2025-01-18 15:00:00
424,Very professional care.,4,2025-01-18 16:00:00
425,Front desk staff was quite rude.,3,2025-01-18 17:00:00
426,Waited 2 hours for a 5 minute checkup.,4,2025-01-18 18:00:00
427,Excellent facility and friendly staff.,5,2025-01-18 19:00:00
428,Very professional care.,1,2025-01-18 20:00:00
429,Very professional care.,5,2025-01-18 21:00:00
430,Excellent facility and friendly staff.,1,2025-01-18 22:00:00
431,Excellent facility and friendly staff.,4,2025-01-18 23:00:00
432,Waited 2 hours for a 5 minute checkup.,4,2025-01-19 00:00:00
433,Very professional care.,2,2025-01-19 01:00:00
434,Scheduling an appointment is a nightmare.,5,2025-01-19 02:00:00
435,"Clean clinic, highly recommended.",4,2025-01-19 03:00:00
436,"Clean clinic, highly recommended.",2,2025-01-19 04:00:00
437,Front desk staff was quite rude.,5,2025-01-19 05:00:00
438,The doctor was very dismissive.,4,2025-01-19 06:00:00
439,"Clean clinic, highly recommended.",5,2025-01-19 07:00:00
440,Front desk staff was quite rude.,4,2025-01-19 08:00:00
441,Front desk staff was quite rude.,3,2025-01-19 09:00:00
442,Very professional care.,1,2025-01-19 10:00:00
443,"Clean clinic, highly recommended.",5,2025-01-19 11:00:00
444,Very professional care.,4,2025-01-19 12:00:00
445,The doctor was very dismissive.,5,2025-01-19 13:00:00
446,"Clean clinic, highly recommended.",5,2025-01-19 14:00:00
447,"Clean clinic, highly recommended.",5,2025-01-19 15:00:00
448,Front desk staff was quite rude.,5,2025-01-19 16:00:00
449,Great service but long wait times.,4,2025-01-19 17:00:00
450,Waited 2 hours for a 5 minute checkup.,2,2025-01-19 18:00:00
451,The doctor was very dismissive.,2,2025-01-19 19:00:00
452,Great service but long wait times.,3,2025-01-19 20:00:00
453,Scheduling an appointment is a nightmare.,4,2025-01-19 21:00:00
454,The doctor was very dismissive.,2,2025-01-19 22:00:00
455,Very professional care.,3,2025-01-19 23:00:00
456,Waited 2 hours for a 5 minute checkup.,3,2025-01-20 00:00:00
457,"Clean clinic, highly recommended.",1,2025-01-20 01:00:00
458,Very professional care.,3,2025-01-20 02:00:00
459,"Clean clinic, highly recommended.",2,2025-01-20 03:00:00
460,Great service but long wait times.,4,2025-01-20 04:00:00
461,Great service but long wait times.,2,2025-01-20 05:00:00
462,Scheduling an appointment is a nightmare.,5,2025-01-20 06:00:00
463,Scheduling an appointment is a nightmare.,1,2025-01-20 07:00:00
464,Waited 2 hours for a 5 minute checkup.,5,2025-01-20 08:00:00
465,"Clean clinic, highly recommended.",4,2025-01-20 09:00:00
466,Very professional care.,4,2025-01-20 10:00:00
467,Excellent facility and friendly staff.,4,2025-01-20 11:00:00
468,Very professional care.,3,2025-01-20 12:00:00
469,Front desk staff was quite rude.,2,2025-01-20 13:00:00
470,Scheduling an appointment is a nightmare.,5,2025-01-20 14:00:00
471,"Clean clinic, highly recommended.",5,2025-01-20 15:00:00
472,Very professional care.,5,2025-01-20 16:00:00
473,Very professional care.,4,2025-01-20 17:00:00
474,Scheduling an appointment is a nightmare.,4,2025-01-20 18:00:00
475,Front desk staff was quite rude.,4,2025-01-20 19:00:00
476,Very professional care.,4,2025-01-20 20:00:00
477,Very professional care.,5,2025-01-20 21:00:00
478,The doctor was very dismissive.,3,2025-01-20 22:00:00
479,Front desk staff was quite rude.,5,2025-01-20 23:00:00
480,Great service but long wait times.,3,2025-01-21 00:00:00
481,"Clean clinic, highly recommended.",4,2025-01-21 01:00:00
482,Very professional care.,5,2025-01-21 02:00:00
483,Scheduling an appointment is a nightmare.,5,2025-01-21 03:00:00
484,Great service but long wait times.,4,2025-01-21 04:00:00
485,Front desk staff was quite rude.,3,2025-01-21 05:00:00
486,Very professional care.,3,2025-01-21 06:00:00
487,Very professional care.,1,2025-01-21 07:00:00
488,Excellent facility and friendly staff.,5,2025-01-21 08:00:00
489,Scheduling an appointment is a nightmare.,4,2025-01-21 09:00:00
490,"Clean clinic, highly recommended.",4,2025-01-21 10:00:00
491,The doctor was very dismissive.,4,2025-01-21 11:00:00
492,Great service but long wait times.,4,2025-01-21 12:00:00
493,Front desk staff was quite rude.,4,2025-01-21 13:00:00
494,Great service but long wait times.,5,2025-01-21 14:00:00
495,The doctor was very dismissive.,1,2025-01-21 15:00:00
496,"Clean clinic, highly recommended.",5,2025-01-21 16:00:00
497,Waited 2 hours for a 5 minute checkup.,3,2025-01-21 17:00:00
498,Front desk staff was quite rude.,5,2025-01-21 18:00:00
499,Excellent facility and friendly staff.,5,2025-01-21 19:00:00
500,Waited 2 hours for a 5 minute checkup.,3,2025-01-21 20:00:00
501,Front desk staff was quite rude.,1,2025-01-21 21:00:00
502,Very professional care.,3,2025-01-21 22:00:00
503,The doctor was very dismissive.,3,2025-01-21 23:00:00
504,Excellent facility and friendly staff.,5,2025-01-22 00:00:00
505,"Clean clinic, highly recommended.",1,2025-01-22 01:00:00
506,Scheduling an appointment is a nightmare.,1,2025-01-22 02:00:00
507,Scheduling an appointment is a nightmare.,4,2025-01-22 03:00:00
508,Front desk staff was quite rude.,4,2025-01-22 04:00:00
509,Front desk staff was quite rude.,4,2025-01-22 05:00:00
510,Waited 2 hours for a 5 minute checkup.,4,2025-01-22 06:00:00
511,"Clean clinic, highly recommended.",5,2025-01-22 07:00:00
512,Excellent facility and friendly staff.,2,2025-01-22 08:00:00
513,Front desk staff was quite rude.,4,2025-01-22 09:00:00
514,Front desk staff was quite rude.,5,2025-01-22 10:00:00
515,Waited 2 hours for a 5 minute checkup.,3,2025-01-22 11:00:00
516,The doctor was very dismissive.,5,2025-01-22 12:00:00
517,Waited 2 hours for a 5 minute checkup.,5,2025-01-22 13:00:00
518,"Clean clinic, highly recommended.",5,2025-01-22 14:00:00
519,Very professional care.,4,2025-01-22 15:00:00
520,"Clean clinic, highly recommended.",5,2025-01-22 16:00:00
521,Scheduling an appointment is a nightmare.,5,2025-01-22 17:00:00
522,The doctor was very dismissive.,5,2025-01-22 18:00:00
523,Scheduling an appointment is a nightmare.,4,2025-01-22 19:00:00
524,Excellent facility and friendly staff.,2,2025-01-22 20:00:00
525,Excellent facility and friendly staff.,3,2025-01-22 21:00:00
526,Great service but long wait times.,3,2025-01-22 22:00:00
527,"Clean clinic, highly recommended.",3,2025-01-22 23:00:00
528,The doctor was very dismissive.,4,2025-01-23 00:00:00
529,The doctor was very dismissive.,5,2025-01-23 01:00:00
530,Scheduling an appointment is a nightmare.,5,2025-01-23 02:00:00
531,Waited 2 hours for a 5 minute checkup.,5,2025-01-23 03:00:00
532,Waited 2 hours for a 5 minute checkup.,5,2025-01-23 04:00:00
533,Scheduling an appointment is a nightmare.,5,2025-01-23 05:00:00
534,Very professional care.,5,2025-01-23 06:00:00
535,Waited 2 hours for a 5 minute checkup.,1,2025-01-23 07:00:00
536,The doctor was very dismissive.,4,2025-01-23 08:00:00
537,Front desk staff was quite rude.,4,2025-01-23 09:00:00
538,Front desk staff was quite rude.,2,2025-01-23 10:00:00
539,Front desk staff was quite rude.,5,2025-01-23 11:00:00
540,Scheduling an appointment is a nightmare.,2,2025-01-23 12:00:00
541,Front desk staff was quite rude.,3,2025-01-23 13:00:00
542,Waited 2 hours for a 5 minute checkup.,1,2025-01-23 14:00:00
543,Great service but long wait times.,4,2025-01-23 15:00:00
544,"Clean clinic, highly recommended.",4,2025-01-23 16:00:00
545,Great service but long wait times.,5,2025-01-23 17:00:00
546,Waited 2 hours for a 5 minute checkup.,3,2025-01-23 18:00:00
547,Excellent facility and friendly staff.,4,2025-01-23 19:00:00
548,The doctor was very dismissive.,5,2025-01-23 20:00:00
549,Great service but long wait times.,5,2025-01-23 21:00:00
550,Great service but long wait times.,3,2025-01-23 22:00:00
551,Scheduling an appointment is a nightmare.,1,2025-01-23 23:00:00
552,Scheduling an appointment is a nightmare.,1,2025-01-24 00:00:00
553,Scheduling an appointment is a nightmare.,5,2025-01-24 01:00:00
554,Waited 2 hours for a 5 minute checkup.,3,2025-01-24 02:00:00
555,Very professional care.,2,2025-01-24 03:00:00
556,Very professional care.,2,2025-01-24 04:00:00
557,Front desk staff was quite rude.,5,2025-01-24 05:00:00
558,Excellent facility and friendly staff.,4,2025-01-24 06:00:00
559,Great service but long wait times.,4,2025-01-24 07:00:00
560,"Clean clinic, highly recommended.",4,2025-01-24 08:00:00
561,Front desk staff was quite rude.,2,2025-01-24 09:00:00
562,Front desk staff was quite rude.,3,2025-01-24 10:00:00
563,Scheduling an appointment is a nightmare.,3,2025-01-24 11:00:00
564,Excellent facility and friendly staff.,3,2025-01-24 12:00:00
565,Waited 2 hours for a 5 minute checkup.,5,2025-01-24 13:00:00
566,Front desk staff was quite rude.,4,2025-01-24 14:00:00
567,Excellent facility and friendly staff.,5,2025-01-24 15:00:00
568,Scheduling an appointment is a nightmare.,3,2025-01-24 16:00:00
569,The doctor was very dismissive.,3,2025-01-24 17:00:00
570,Front desk staff was quite rude.,3,2025-01-24 18:00:00
571,Great service but long wait times.,4,2025-01-24 19:00:00
572,Scheduling an appointment is a nightmare.,3,2025-01-24 20:00:00
573,"Clean clinic, highly recommended.",4,2025-01-24 21:00:00
574,Great service but long wait times.,5,2025-01-24 22:00:00
575,Excellent facility and friendly staff.,5,2025-01-24 23:00:00
576,Very professional care.,2,2025-01-25 00:00:00
577,"Clean clinic, highly recommended.",1,2025-01-25 01:00:00
578,Great service but long wait times.,2,2025-01-25 02:00:00
579,Front desk staff was quite rude.,5,2025-01-25 03:00:00
580,Front desk staff was quite rude.,2,2025-01-25 04:00:00
581,"Clean clinic, highly recommended.",4,2025-01-25 05:00:00
582,Excellent facility and friendly staff.,4,2025-01-25 06:00:00
583,Front desk staff was quite rude.,3,2025-01-25 07:00:00
584,Front desk staff was quite rude.,1,2025-01-25 08:00:00
585,Scheduling an appointment is a nightmare.,3,2025-01-25 09:00:00
586,Very professional care.,2,2025-01-25 10:00:00
587,"Clean clinic, highly recommended.",2,2025-01-25 11:00:00
588,Scheduling an appointment is a nightmare.,4,2025-01-25 12:00:00
589,Very professional care.,4,2025-01-25 13:00:00
590,Excellent facility and friendly staff.,1,2025-01-25 14:00:00
591,Very professional care.,4,2025-01-25 15:00:00
592,Excellent facility and friendly staff.,3,2025-01-25 16:00:00
593,Front desk staff was quite rude.,4,2025-01-25 17:00:00
594,"Clean clinic, highly recommended.",5,2025-01-25 18:00:00
595,"Clean clinic, highly recommended.",5,2025-01-25 19:00:00
596,Excellent facility and friendly staff.,3,2025-01-25 20:00:00
597,"Clean clinic, highly recommended.",4,2025-01-25 21:00:00
598,Front desk staff was quite rude.,5,2025-01-25 22:00:00
599,"Clean clinic, highly recommended.",1,2025-01-25 23:00:00
600,"Clean clinic, highly recommended.",4,2025-01-26 00:00:00
601,Waited 2 hours for a 5 minute checkup.,5,2025-01-26 01:00:00
602,"Clean clinic, highly recommended.",3,2025-01-26 02:00:00
603,Great service but long wait times.,4,2025-01-26 03:00:00
604,Excellent facility and friendly staff.,4,2025-01-26 04:00:00
605,Excellent facility and friendly staff.,1,2025-01-26 05:00:00
606,The doctor was very dismissive.,3,2025-01-26 06:00:00
607,Scheduling an appointment is a nightmare.,3,2025-01-26 07:00:00
608,The doctor was very dismissive.,1,2025-01-26 08:00:00
609,"Clean clinic, highly recommended.",2,2025-01-26 09:00:00
610,"Clean clinic, highly recommended.",3,2025-01-26 10:00:00
611,Front desk staff was quite rude.,2,2025-01-26 11:00:00
612,Front desk staff was quite rude.,4,2025-01-26 12:00:00
613,Very professional care.,4,2025-01-26 13:00:00
614,Great service but long wait times.,1,2025-01-26 14:00:00
615,Great service but long wait times.,3,2025-01-26 15:00:00
616,Great service but long wait times.,1,2025-01-26 16:00:00
617,Great service but long wait times.,3,2025-01-26 17:00:00
618,Great service but long wait times.,3,2025-01-26 18:00:00
619,Great service but long wait times.,4,2025-01-26 19:00:00
620,Great service but long wait times.,3,2025-01-26 20:00:00
621,Great service but long wait times.,3,2025-01-26 21:00:00
622,Very professional care.,5,2025-01-26 22:00:00
623,Waited 2 hours for a 5 minute checkup.,4,2025-01-26 23:00:00
624,Great service but long wait times.,4,2025-01-27 00:00:00
625,Excellent facility and friendly staff.,5,2025-01-27 01:00:00
626,Great service but long wait times.,3,2025-01-27 02:00:00
627,Scheduling an appointment is a nightmare.,5,2025-01-27 03:00:00
628,Great service but long wait times.,5,2025-01-27 04:00:00
629,Waited 2 hours for a 5 minute checkup.,3,2025-01-27 05:00:00
630,Very professional care.,5,2025-01-27 06:00:00
631,Front desk staff was quite rude.,5,2025-01-27 07:00:00
632,Front desk staff was quite rude.,5,2025-01-27 08:00:00
633,"Clean clinic, highly recommended.",4,2025-01-27 09:00:00
634,Waited 2 hours for a 5 minute checkup.,4,2025-01-27 10:00:00
635,Waited 2 hours for a 5 minute checkup.,1,2025-01-27 11:00:00
636,"Clean clinic, highly recommended.",4,2025-01-27 12:00:00
637,Great service but long wait times.,3,2025-01-27 13:00:00
638,Very professional care.,3,2025-01-27 14:00:00
639,Very professional care.,5,2025-01-27 15:00:00
640,Great service but long wait times.,1,2025-01-27 16:00:00
641,"Clean clinic, highly recommended.",5,2025-01-27 17:00:00
642,Scheduling an appointment is a nightmare.,2,2025-01-27 18:00:00
643,The doctor was very dismissive.,1,2025-01-27 19:00:00
644,Excellent facility and friendly staff.,4,2025-01-27 20:00:00
645,"Clean clinic, highly recommended.",2,2025-01-27 21:00:00
646,Great service but long wait times.,5,2025-01-27 22:00:00
647,Excellent facility and friendly staff.,3,2025-01-27 23:00:00
648,Front desk staff was quite rude.,2,2025-01-28 00:00:00
649,Front desk staff was quite rude.,1,2025-01-28 01:00:00
650,Great service but long wait times.,3,2025-01-28 02:00:00
651,The doctor was very dismissive.,1,2025-01-28 03:00:00
652,The doctor was very dismissive.,4,2025-01-28 04:00:00
653,"Clean clinic, highly recommended.",4,2025-01-28 05:00:00
654,Excellent facility and friendly staff.,1,2025-01-28 06:00:00
655,Waited 2 hours for a 5 minute checkup.,3,2025-01-28 07:00:00
656,Very professional care.,5,2025-01-28 08:00:00
657,Very professional care.,4,2025-01-28 09:00:00
658,Excellent facility and friendly staff.,4,2025-01-28 10:00:00
659,Front desk staff was quite rude.,4,2025-01-28 11:00:00
660,Waited 2 hours for a 5 minute checkup.,5,2025-01-28 12:00:00
661,Front desk staff was quite rude.,5,2025-01-28 13:00:00
662,The doctor was very dismissive.,5,2025-01-28 14:00:00
663,Great service but long wait times.,3,2025-01-28 15:00:00
664,Very professional care.,1,2025-01-28 16:00:00
665,Waited 2 hours for a 5 minute checkup.,3,2025-01-28 17:00:00
666,Waited 2 hours for a 5 minute checkup.,5,2025-01-28 18:00:00
667,"Clean clinic, highly recommended.",1,2025-01-28 19:00:00
668,Scheduling an appointment is a nightmare.,4,2025-01-28 20:00:00
669,The doctor was very dismissive.,5,2025-01-28 21:00:00
670,Waited 2 hours for a 5 minute checkup.,4,2025-01-28 22:00:00
671,Front desk staff was quite rude.,3,2025-01-28 23:00:00
672,Front desk staff was quite rude.,3,2025-01-29 00:00:00
673,The doctor was very dismissive.,1,2025-01-29 01:00:00
674,Front desk staff was quite rude.,3,2025-01-29 02:00:00
675,"Clean clinic, highly recommended.",1,2025-01-29 03:00:00
676,Great service but long wait times.,5,2025-01-29 04:00:00
677,Excellent facility and friendly staff.,5,2025-01-29 05:00:00
678,The doctor was very dismissive.,4,2025-01-29 06:00:00
679,"Clean clinic, highly recommended.",4,2025-01-29 07:00:00
680,"Clean clinic, highly recommended.",4,2025-01-29 08:00:00
681,"Clean clinic, highly recommended.",2,2025-01-29 09:00:00
682,Very professional care.,1,2025-01-29 10:00:00
683,Front desk staff was quite rude.,3,2025-01-29 11:00:00
684,Very professional care.,5,2025-01-29 12:00:00
685,Very professional care.,5,2025-01-29 13:00:00
686,Excellent facility and friendly staff.,4,2025-01-29 14:00:00
687,Very professional care.,3,2025-01-29 15:00:00
688,The doctor was very dismissive.,4,2025-01-29 16:00:00
689,Waited 2 hours for a 5 minute checkup.,4,2025-01-29 17:00:00
690,"Clean clinic, highly recommended.",4,2025-01-29 18:00:00
691,Excellent facility and friendly staff.,5,2025-01-29 19:00:00
692,Very professional care.,5,2025-01-29 20:00:00
693,Great service but long wait times.,4,2025-01-29 21:00:00
694,Scheduling an appointment is a nightmare.,4,2025-01-29 22:00:00
695,The doctor was very dismissive.,5,2025-01-29 23:00:00
696,Excellent facility and friendly staff.,5,2025-01-30 00:00:00
697,Scheduling an appointment is a nightmare.,4,2025-01-30 01:00:00
698,Scheduling an appointment is a nightmare.,4,2025-01-30 02:00:00
699,Very professional care.,5,2025-01-30 03:00:00
700,Excellent facility and friendly staff.,4,2025-01-30 04:00:00
701,Front desk staff was quite rude.,4,2025-01-30 05:00:00
702,Waited 2 hours for a 5 minute checkup.,3,2025-01-30 06:00:00
703,Waited 2 hours for a 5 minute checkup.,5,2025-01-30 07:00:00
704,Excellent facility and friendly staff.,4,2025-01-30 08:00:00
705,Excellent facility and friendly staff.,4,2025-01-30 09:00:00
706,"Clean clinic, highly recommended.",5,2025-01-30 10:00:00
707,Great service but long wait times.,5,2025-01-30 11:00:00
708,Waited 2 hours for a 5 minute checkup.,5,2025-01-30 12:00:00
709,"Clean clinic, highly recommended.",1,2025-01-30 13:00:00
710,Front desk staff was quite rude.,4,2025-01-30 14:00:00
711,Scheduling an appointment is a nightmare.,3,2025-01-30 15:00:00
712,Scheduling an appointment is a nightmare.,3,2025-01-30 16:00:00
713,Scheduling an appointment is a nightmare.,5,2025-01-30 17:00:00
714,Excellent facility and friendly staff.,5,2025-01-30 18:00:00
715,Front desk staff was quite rude.,4,2025-01-30 19:00:00
716,The doctor was very dismissive.,2,2025-01-30 20:00:00
717,"Clean clinic, highly recommended.",1,2025-01-30 21:00:00
718,The doctor was very dismissive.,4,2025-01-30 22:00:00
719,Very professional care.,1,2025-01-30 23:00:00
720,Great service but long wait times.,4,2025-01-31 00:00:00
721,Great service but long wait times.,4,2025-01-31 01:00:00
722,"Clean clinic, highly recommended.",5,2025-01-31 02:00:00
723,Scheduling an appointment is a nightmare.,2,2025-01-31 03:00:00
724,Very professional care.,3,2025-01-31 04:00:00
725,Waited 2 hours for a 5 minute checkup.,5,2025-01-31 05:00:00
726,Front desk staff was quite rude.,4,2025-01-31 06:00:00
727,Great service but long wait times.,1,2025-01-31 07:00:00
728,The doctor was very dismissive.,2,2025-01-31 08:00:00
729,The doctor was very dismissive.,5,2025-01-31 09:00:00
730,Waited 2 hours for a 5 minute checkup.,5,2025-01-31 10:00:00
731,Excellent facility and friendly staff.,5,2025-01-31 11:00:00
732,Scheduling an appointment is a nightmare.,2,2025-01-31 12:00:00
733,Excellent facility and friendly staff.,5,2025-01-31 13:00:00
734,"Clean clinic, highly recommended.",4,2025-01-31 14:00:00
735,Great service but long wait times.,3,2025-01-31 15:00:00
736,Waited 2 hours for a 5 minute checkup.,5,2025-01-31 16:00:00
737,Waited 2 hours for a 5 minute checkup.,4,2025-01-31 17:00:00
738,Waited 2 hours for a 5 minute checkup.,5,2025-01-31 18:00:00
739,Excellent facility and friendly staff.,5,2025-01-31 19:00:00
740,Front desk staff was quite rude.,3,2025-01-31 20:00:00
741,Excellent facility and friendly staff.,4,2025-01-31 21:00:00
742,"Clean clinic, highly recommended.",4,2025-01-31 22:00:00
743,The doctor was very dismissive.,5,2025-01-31 23:00:00
744,The doctor was very dismissive.,4,2025-02-01 00:00:00
745,Very professional care.,5,2025-02-01 01:00:00
746,"Clean clinic, highly recommended.",1,2025-02-01 02:00:00
747,Front desk staff was quite rude.,4,2025-02-01 03:00:00
748,Waited 2 hours for a 5 minute checkup.,3,2025-02-01 04:00:00
749,The doctor was very dismissive.,3,2025-02-01 05:00:00
750,"Clean clinic, highly recommended.",5,2025-02-01 06:00:00
751,The doctor was very dismissive.,1,2025-02-01 07:00:00
752,Front desk staff was quite rude.,3,2025-02-01 08:00:00
753,Very professional care.,3,2025-02-01 09:00:00
754,"Clean clinic, highly recommended.",4,2025-02-01 10:00:00
755,The doctor was very dismissive.,3,2025-02-01 11:00:00
